deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
814,,"The Witty Fair One",,1633,1633,1628,"1628 [licensed for stage, Oct 3]",1633,"Single-Play Playbook",Indoor,477a,22462,,1,1,,Q1,"1 quarto",36,,Yes,,,,Yes,,,Yes,,,"Jan 15, 1633: Entered to William Cooke: ""a Play called The witty faire one by Ia: Shirley"".",Quarto,,"THE WITTIE FAIRE ONE. <i>A Comedie</i>.","By I<small>AMES</small> S<small>HIRLEY</small>.","As it was presented at the Private House in D<small>RVRY</small> Lane. <i>By her Maiesties Servants</i>.","[in single column] H<small>OR</small>. S<small>ERM</small>. lib. <small>I</small>. | <i>Men' moveat cimex Pantiluis</i>? <i>aut crucier, quod</i> | <i>Vellicet  absentem Demetriùs?</i> | ———— <i>Demetri, teque Tigelli</i> | <i>Discipulorum  inter iubeo plorare Cathedras</i>. [<i>var</i>.: ""<i>Pantilvis</i>?""]","LONDON  Printed by <i>B. A.</i> and <i>T. F.</i> for W<small>IL</small>. C<small>OOKE</small>, and are to be sold at his shop, neere <i>Furnivals-Jnne</i> Gate,  in <i>Holborne</i>. 1633.",,,"Epistle <i>to</i>: Edward Bushell (<i>equerry</i>); <i>from</i>: James Shirley [A2r]",,,"""This Play, called The Witty Faire One, as it was Acted on the Stage, may be Printed, this 14. of Ianuary. 1632. Henry Herbert"" [K2r]",,,"""Dramatis Personæ"" [A2v]",,,"The witty fair one a comedy as it was presented at the private house in Drury Lane by her majesty's servants By James Shirley Hor Serm Lib I Men moveat cimex Pantiluis aut crucier quod vellicet absentem Demetrius Demetri teque tigelli Discipulorum inter iubeo plorare cathedras London printed by b.a. and t.f. for wil. Cooke and are to be sold at his shop near furnival's inn gate in holborn 1633","Adult Professional","Shirley, James",Comedy,,"Alsop, Bernard; Fawcet, Thomas","Cooke, William","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"V.8 (Holborn - Furnival's Inn)"
815,5149.04,"Love's Sacrifice","Loves Love",1633,1633,1632,"1632 [1632-1633]",1633,"Single-Play Playbook",Indoor,478a,11164,,1,1,,Q1,"1 quarto (bibliographically independent and in collection)",42,,Yes,Yes,,,Yes,,,,,,"Jan 21, 1633: Entered to Hugh Beeston: ""a Tragedy called Loues sacrificed by Iohn fford"".",Quarto,,"LOUES Sacrifice. A TRAGEDIE",,"RECEIUED GENERALLY WELL. Acted by the Q<small>VEENES</small> Majesties Seruants at the <i>Phœnix</i> in <i>Drury-lane</i>.",,"<i>LON</i>D<i>ON</i>: Printed by <i>I. B.</i> for H<small>VGH</small> B<small>EESTON</small>, dwelling next the Castle in <i>Cornhill</i>. 1633.",,,"Epistle <i>to</i>: John Ford (<i>of Gray's Inn</i>); <i>from</i>: John Ford (author) [A1r]","1: by ""James Shirley"" [A2r]",,,,,"""The Speakers in this Tragedy"" [A2v]",,,"Love's sacrifice a tragedy received generally well acted by the Queen's majesty's servants at the Phoenix in Drury Lane London printed by J.B. for Hugh Beeston dwelling next the castle in Cornhill 1633","Adult Professional","Ford, John",Tragedy,,"Beale, John","Beeston, Hugh","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"O.7 (Royal Exchange - Castle Tavern)"
816,,"The Bird in a Cage (The Beauties)",,1633,1633,1633,"1633 [licensed for stage, Jan 21]",1633,"Single-Play Playbook",Indoor,479a,22436,,1,1,,Q1,"1 quarto",38,,Yes,,Yes,,Yes,,,Yes,,,"Mar 19, 1633: Entered to William Cooke: ""a Comedy called The Bird in the Cage. by Ia: Shirley"".",Quarto,"<i>Annals</i> gives the date of Henry Herbert's license for the stage as June 21, but it is actually from January 21 (see N. W. Bawcutt, <i>The Control and Censorship of Caroline Drama</i> [Clarendon, 1996], 178).","THE BIRD IN A CAGE. <i>A Comedie</i>.","<i>The Author</i> I<small>AMES</small> S<small>HIRLEY</small>, Servant to Her Majesty.","As it hath beene Presented at the <i>Phœnix</i> in <i>Drury-Lane</i>.","I<small>UVEN</small>.  Satyra. 7. <i>Et Spes, & ratio Studiorum, in Cæsare tantum</i>.","LONDON  Printed by <i>B. Alsop</i>. and <i>T. Fawcet</i>. for <i>William Cooke</i>, and  are to be sold at his Shop neere <i>Furnivals-Jnne</i> Gate, in <i>Holborne</i>. 1633.",,,"""The Epistle Dedicatorie"" <i>to</i>: William Prynne (<i>pamphleteer and lawyer</i>); <i>from</i>: James Shirley [A2r]
",,"""The Printer to the Reader"" [K4r]",,,,"""The Persons"" [A1v]",,,"The bird in a cage a comedy as it hath been presented at the Phoenix in Drury Lane the author James Shirley servant to her majesty Iuven Satira 7 et spes et ratio Studiorum in Caesare tantum London Printed by B. Alsop and T. Fawcet for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Adult Professional","Shirley, James",Comedy,,"Alsop, Bernard; Fawcet, Thomas","Cooke, William",,"Queen Henrietta Maria's Men",,"V.8 (Holborn - Furnival's Inn)"
817,5149.03,"The Broken Heart",,1633,1633,1630,"1630 [c.1630-1633]",1633,"Single-Play Playbook",Indoor,480a,11156,,1,1,,Q1,"1 quarto (bibliographically independent and in collection)",40,,Yes,,,,Yes,,,Yes,,,"Mar 28, 1633: Entered to Hugh Beeston: ""a Tragedy called The broken heart by Iohn fford"".",Quarto,,"THE BROKEN HEART. A Tragedy.",,"<i>ACTED</i> By the K<small>ING</small>'s Majesties Seruants at the priuate House in the B<small>LACK</small>-<small>FRIERS</small>.","<i>Fide Honor</i>.","<i>LONDON</i>: Printed by <i>I. B.</i> for H<small>VGH</small> B<small>EESTON</small>, and are to be sold at his Shop, neere the <i>Castle</i> in <i>Corne-hill</i>.  1633.",,,"""The Epistle Dedicatorie"" [<i>var</i>.: ""Dedicatori""] <i>to</i>: William Craven, Earl of Craven; <i>from</i>: John Ford [A3r]",,,,,,"""The Speakers names, fitted to their Qualities"" [A4r]",,,"The broken heart a tragedy acted by the king's majesty's servants at the private house in the blackfriars fide honor London printed by J.B. for Hugh Beeston and are to be sold at his shop near the castle in Cornhill 1633","Adult Professional","Ford, John",Tragedy,,"Beale, John","Beeston, Hugh","King's Men","King's Men",,"O.7 (Royal Exchange - Castle Tavern)"
818,,"A Fine Companion",,1633,1633,1633,"1633 [1632-1633]",1633,"Single-Play Playbook",Indoor,481a,17442,,1,1,,Q1,"1 quarto",40,,Yes,,,,Yes,,,Yes,,,"Jun 15, 1633: Entered to Richard Meighen: ""a play called The fyne Companion. by Shackerley Marmyon"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and George Bedell: ""The ffine Companion. a play.""",Quarto,,"A Fine Companion.","<i>Written by</i> S<small>HAKERLEY</small> M<small>ARMYON</small>.","Acted before the King and Queene at W<small>HITE</small>-<small>HALL</small>, And sundrie times with great  applause at the private House in S<small>ALISBVRY</small> Court,  By the Prince his Servants.","[in single column] —————— <i>lectori credere mallem</i>, | <i>Quam  spectatoris fastidia ferre superbi</i>.  Hor.","LONDON, Printed by <i>Aug. Mathewes</i> for <i>Richard Meighen</i>, next to the Middle Temple  gate in Fleetstreet. 1633",,,"Epistle <i>to</i>: Ralph Dutton (<i>father of Ralph Dutton, 1st Baronet; third cousin of Marmion</i>); <i>from</i>: Shackerley Marmion [A2r]",,,,,,"""Dramatis Personæ"" [A2v]",,,"A fine companion acted before the king and queen at Whitehall and sundry times with great applause at the private house in Salisbury court by the prince his servants written by Shackerley Marmion lectori credere mallem Quam spectatoris fastidia ferre superbi Hor. London printed by Aug Mathewes for Richard Meighen next to the middle temple gate in Fleet street 1633","Adult Professional","Marmion, Shackerley",Comedy,,"Mathewes, Augustine","Meighen, Richard","Prince Charles's Men (second)","Prince Charles's Men (second)",,"W.13 (Fleet St. - Middle Temple)"
819,,"Fuimus Troes (The True Trojans)",,1633,1633,1625,"1625 [c.1611-1633]",1633,"Single-Play Playbook",None,482a,10886,,1,1,,Q1,"1 quarto",36,,,,,,Yes,,,Yes,,,"Aug 1, 1633: Entered to Robert Allott: ""a Tragedy called ffuimus Troes or the true Troians represented by the gentlemen Students of Magdalen Colledge in Oxford"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... True Trotians [<i>sic</i>] a Tragedy"".",Quarto,,"FVIMVS TROES <i>Æneid</i>. 2. THE TRVE TROIANES,  Being A Story of the <i>Britaines</i> valour at the Romanes first invasion:",,"Publikely represented by the Gentlemen Students  of Magdalen <i>Colledge in Oxford</i>.","[in single column] <i>Quis Martem tunicâ tectum adamantinâ</i> |   <i>Dignè scripserit?</i>","<i>LONDON</i>, Printed by <i>I. L.</i> for <i>Robert Allot</i>, and are to be sold at the  signe of the <i>Beare</i> in <i>Pauls-Church-yard</i>, 1633.",,,,,,,,,"""Dramatis Personæ"" [A2v]",,,"Fuimus Troes Aeneid 2 the true Trojans being a story of the Britons' valor at the romans' first invasion publicly represented by the gentlemen students of Magdalene College in Oxford Quis Martem tunica tectum adamantina digne scripserit London printed by J.L. for Robert Allott and are to be sold at the sign of the Bear in Paul's Churchyard 1633",University,"Fisher, Jasper",History,,"Legat, John (2)","Allott, Robert",,,,"A.3 (Paul's Churchyard - Northeast)"
820,,"Londini Emporia, or London's Mercatura","Londons London",1633,1633,1633,"1633 [Oct 29]",1633,"Single-Play Playbook",None,483a,13348,,1,1,,Q1,"1 quarto",10,"Woodcut of Cloth-workers' arms",Yes,,,,,,,Yes,,,,Quarto,,"Londini Emporia, <i>OR Londons  Mercatura</i>. Exprest in sundry Triumphs, Pageants and Showes, at the Inauguration of the Right Honorable R<small>ALPH</small> F<small>REEMAN</small> into the Maiorty of the Famous and farre Renowned Citty L<small>ONDON</small>. ","<i>Written by</i> T<small>HOMAS</small> H<small>EYWOOD</small>.","All the Charge and Expence of the laborious Proiects, both by Water and Land, being the sole vndertaking of the Right <i>Worshipfull Company of the Cloath-Workers</i>,","———<i>Redeunt Spectacula</i>.———","Printed at <i>London</i> by <i>Nicholas Okes</i>, 1633.",,,"""The Epistle"" <i>to</i>: Ralph Freeman, Lord Mayor; <i>from</i>: Thomas Heywood [A2r]
",,,,,,,,,"Londini Emporia or London's Mercatura Expressed in sundry triumphs Pageants and shows at the inauguration of the right honorable Ralph Freeman into the mayoralty of the famous and far renowned city London all the charge and expense of the laborious projects both by Water and land being the sole undertaking of the right worshipful company of the cloth workers written by Thomas Heywood redeunt spectacula printed at London by Nicholas Okes 1633",Occasional,"Heywood, Thomas","Civic Pageant",,"Okes, Nicholas",,,,,
821,,"The English Traveller",Traveler,1633,1633,1627,c.1627,1633,"Single-Play Playbook",Indoor,484a,13315,,1,1,,Q1,"1 quarto",40,"Woodcut on title page of a man carrying pike and shield",Yes,,Yes,,Yes,,,Yes,,,"Jul 15, 1633: Entered to Nicholas Okes: ""a Comedy called the Traveller by M<sup>r</sup> Heywood"".",Quarto,,"THE ENGLISH TRAVELLER.","<i>Written by</i> T<small>HOMAS</small> H<small>EYWOOD</small>.","AS IT HATH BEENE Publikely acted at the C<small>OCK</small>-<small>PIT</small> <i>in Drury-lane:</i> By Her  Maiesties seruants.","<i>Aut prodesse solent, aut delectare</i>————","LONDON, Printed by <i>Robert Raworth:</i> dwelling in Old Fish-street, neere Saint <i>Mary Maudlins</i> Church. 1633.",,,"""The Epistle Dedicatorie"" <i>to</i>: Henry Appleton, 2nd Baronet; <i>from</i>: Thomas Heywood [A2r]",,"""To the Reader"" signed ""Thomas Heywood"" [A3r]",,,,"""Dramatis Personæ"" [A1v]",,,"The English traveller as it hath been publicly acted at the cockpit in Drury lane by her majesty's servants written by Thomas Heywood aut prodesse solent aut delectare London printed by Robert Raworth dwelling in Old Fish street near Saint Mary Maudlin's Church 1633","Adult Professional","Heywood, Thomas",Tragicomedy,,"Raworth, Robert",,"Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"S.1 (Thames St. 2 - St. Mary Magdalen's Church)"
822,,Orestes,,1633,1633,1617,"1617 [c.1613-c.1618]",1633,"Single-Play Playbook",None,485a,11982,,1,1,,Q1,"1 quarto, 1 octavo in collection",34,,,,,,Yes,,,,,,"Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and George Bedell:: ""The Tragedy of Orestes. a play.""",Quarto,,"THE TRAGEDY <i>OF</i> ORESTES,","Written by T<small>HOMAS</small> G<small>OFFE</small> Master of <i>Arts</i>, and <i>Student</i> of Christs  Church in O<small>XFORD</small>:","AND Acted by the S<small>TVDENTS</small> of the same H<small>OVSE</small>.",,"<i>LONDON</i>,  Printed by <i>I. B.</i> for R<small>ICHARD</small> M<small>EIGHEN</small>, and are to be sold at his shop at the middle Temple-gate, neere  Temple-barre in <i>Fleetstreet</i>. 1633.",,,,,,,,,"""The names of the Actors"" [A2v]",,,"The tragedy of Orestes written by Thomas Goffe Master of Arts and Student of Christ's Church in Oxford and acted by the students of the same house London printed by J.B. for Richard Meighen and are to be sold at his shop at the middle temple gate near temple bar in Fleet Street 1633   ",University,"Goffe, Thomas",Tragedy,,"Beale, John","Meighen, Richard",,,,"W.13 (Fleet St. - Middle Temple)"
823,5149.02,"'Tis Pity She's a Whore","Tis Shes She",1633,1633,1632,"1632 [1615-1633]",1633,"Single-Play Playbook",Indoor,486a(i),11165,,1,1,"The preliminaries exist in two states: Greg 486a(i) does not contain commendatory verses; in Greg 248a(ii), a single leaf with commendatory verses on the recto (verso blank) was inserted after either A1 or A2. See also Greg ",Q1,"1 quarto (bibliographically independent and in collection)",38,,Yes,,,,Yes,,,,,,,Quarto,,"'TIS Pitty Shee's a Whore",,"Acted by the <i>Queenes</i> Maiesties Ser<i>uants, at the The Phœnix in Drury-Lane</i>.",,"<i>LONDON</i>, Printed by <i>Nicholas Okes</i> for <i>Richard Collins</i>, and are to be sold at his shop in <i>Pauls</i> Church-yard, at the signe of the three Kings. 1633.",,,"""The Epistle"" <i>to</i>: John Mordaunt, 1st Earl of Peterborough; <i>from</i>: John Ford [A2r]",,,,,,"""The Actors Names"" [A1v]",,,"'Tis pity she's a whore acted by the Queen's majesty's servants at the phoenix in Drury Lane London printed by Nicholas Okes for Richard Collins and are to be sold at his shop in Paul’s Churchyard at the sign of the three kings 1633 ","Adult Professional","Ford, John",Tragedy,,"Okes, Nicholas","Collins, Richard","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men","Note apologizing for errors of the press [K4r]","A.2 (Paul's Churchyard - Great North Door)"
824,,"'Tis Pity She's a Whore","Tis Shes She",1633,1633,1632,"1632 [1615-1633]",1633,"Single-Play Playbook",Indoor,486a(ii),11165,,1,1,"The preliminaries exist in two states: Greg 486a(i) does not contain commendatory verses; in Greg 248a(ii), a single leaf with commendatory verses on the recto (verso blank) was inserted after either A1 or A2. See also Greg ",Q1,"1 quarto (bibliographically independent and in collection)",41,,Yes,Yes,,,Yes,,,,,,,Quarto,,"'TIS Pitty Shee's a Whore",,"Acted by the <i>Queenes</i> Maiesties Ser<i>uants, at the The Phœnix in Drury-Lane</i>.",,"<i>LONDON</i>, Printed by <i>Nicholas Okes</i> for <i>Richard Collins</i>, and are to be sold at his shop in <i>Pauls</i> Church-yard, at the signe of the three Kings. 1633.",,,"""The Epistle"" <i>to</i>: John Mordaunt, 1st Earl of Peterborough; <i>from</i>: John Ford [A2r]","1: by ""Thomas Ellice"" [A1+1r]",,,,,"""The Actors Names"" [A1v]",,,"'Tis pity she's a whore acted by the Queen's majesty's servants at the phoenix in Drury Lane London printed by Nicholas Okes for Richard Collins and are to be sold at his shop in Paul’s Churchyard at the sign of the three kings 1633 ","Adult Professional","Ford, John",Tragedy,,"Okes, Nicholas","Collins, Richard","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men","Note apologizing for errors of the press [K4r]","A.2 (Paul's Churchyard - Great North Door)"
825,,"The Entertainment at Edinburgh",into,1633,1633,1633,"1633 [Jun 15]",1633,"Single-Play Playbook",None,487a,5023,,1,1,,Q1,"1 quarto",20,"Woodcut of royal arms of Scotland",,,,,,,,,,"""Epigramme"" [E1v]; ""A Panegyricke to the High and Mighty Monarch Charles, King of Great Britaine, France, and Ireland, &c."" (in verse) signed ""Walter Forbes"" [E2r]",,Quarto,,"THE ENTERTAINMENT OF THE HIGH AND MIGHTY MONARCH CHARLES K<small>ING</small> of <i>Great Britaine, France</i>, and <i>Ireland</i>, Into his auncient and royall City of E<small>DINBVRGH</small>, ",,"the fifteenth of <i>Iune</i>, 1633.",,"Printed at E<small>DINBVRGH</small> by <i>Iohn Wreittoun</i>. 1633.",,,,,,,,,,,,"The entertainment of the high and mighty monarch Charles King of Great Britain France and Ireland into his ancient and royal city of Edinburgh the fifteenth of June 1633 Printed at Edinburgh by John Wreittoun 1633",Occasional,"Drummond, William (?)","Royal Entertainment",,"Wreittoun, John",,,,,Edinburgh
826,,"The Triumph of Peace",,1633,1633,1634,"1634 [Feb 3]",1633,"Single-Play Playbook",None,"488a,b(*)",22458.5,,1,1,"The pages of this masque were set in duplicate and each set of sheets gathered together indiscriminately, resulting in copies that are combined first (Greg 488a; STC 22458.5) and second (Greg 488b; STC 22459) editions. The half-sheet a, which was not set in duplicate, exists in two states. In Greg 488a,b(*), the title page identifies Shirley as ""of Grayes Inne, Gent."" and its Latin motto is printed on a single line; Greg 488a,b(†) identifies Shirley only as ""Gent."" and its Latin motto is printed on two lines. See also Greg ","Q1 and Q2","3 quartos",18,,Yes,,,,,,,Yes,,,"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley"".",Quarto,"The masque was performed on Feb 3, 1634, so the title page dates follow the legal reckoning.  The end of the text states that the ""Scene and Ornament"" for the masque were made by ""Inigo Iones Esquire, Surueyer of his Maiesties workes""; and the ""composition of the music"" performed by ""Mr. William Lawes, and Mr. Simon Ives"" [D4v].","THE TRIVMPH OF PEACE. A Masque,","Invented and Written, By <i>James Shirley</i>, of <i>Grayes  Inne</i>, Gent.","presented by the Foure Honourable Houses, OR <i>Jnnes  of Court</i>. Before the <i>King</i> and <i>Queenes</i> Majesties, in the <i>Banquetting-house</i> at <i>White Hall</i>, February the third, 1633.","<i>Primum hunc Arethusa mihi</i>———","<i>LONDON</i>, Printed by <i>Iohn Norton</i>, for <i>William Cooke</i>, and are to be sold at  his Shop, neere <i>Furnivals-Inne</i>-gate, in <i>Holborne</i>. 1633.",,,"""The Epistle"" <i>to</i>: the four Inns of Court; <i>from</i>: James Shirley [a2r]",,,,,,,,,"The triumph of peace a masque presented by the four honorable houses or Inns of court before the king and queen's majesties in the banqueting house at Whitehall February the third 1633 invented and written by James Shirley of Gray's inn gent Primum hunc arethusa mihi London printed by John Norton for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Inns of Court; Occasional","Shirley, James",Masque,,"Norton, John (2)","Cooke, William",,,,"V.8 (Holborn - Furnival's Inn)"
827,,"The Triumph of Peace",,1633,1633,1634,"1634 [Feb 3]",1633,"Single-Play Playbook",None,"488b,a(*)",22459,,2,2,"The pages of this masque were set in duplicate and each set of sheets gathered together indiscriminately, resulting in copies that are combined first (Greg 488a; STC 22458.5) and second (Greg 488b; STC 22459) editions. The half-sheet a, which was not set in duplicate, exists in two states. In Greg 488b,a(*), the title page identifies Shirley as ""of Grayes Inne, Gent."" and its Latin motto is printed on a single line; Greg 488b,a(†) identifies Shirley only as ""Gent."" and its Latin motto is printed on two lines. See also Greg ","Q1 and Q2","3 quartos",18,,Yes,,,,,,,Yes,,,"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley"".",Quarto,"The masque was performed on Feb 3, 1634, so the title page dates follow the legal reckoning.  The end of the text states that the ""Scene and Ornament"" for the masque were made by ""Inigo Iones Esquire, Surueyer of his Maiesties workes""; and the ""composition of the music"" performed by ""Mr. William Lawes, and Mr. Simon Ives"" [D4v].","THE TRIVMPH OF PEACE. A Masque,","Invented and Written, By <i>James Shirley</i>, of <i>Grayes Inne</i>, Gent.","presented by the Foure Honourable Houses, OR <i>Jnnes of Court</i>. Before the <i>King</i> and <i>Queenes</i> Majesties, in the <i>Banquetting-house</i> at <i>White Hall</i>, February the third, 1633.","<i>Primum hunc Arethusa mihi</i>———","<i>LONDON</i>, Printed by <i>Iohn Norton</i>, for <i>William Cooke</i>, and are to be sold at  his Shop, neere <i>Furnivals-Inne</i>-gate, in <i>Holborne</i>. 1633.",,,"""The Epistle"" <i>to</i>: the four Inns of Court; <i>from</i>: James Shirley [a2r]",,,,,,,,,"The triumph of peace a masque presented by the four honorable houses or Inns of court before the king and queen's majesties in the banqueting house at Whitehall February the third 1633 invented and written by James Shirley of Gray's inn gent Primum hunc arethusa mihi London printed by John Norton for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Inns of Court; Occasional","Shirley, James",Masque,,"Norton, John (2)","Cooke, William",,,,"V.8 (Holborn - Furnival's Inn)"
828,,"The Triumph of Peace",,1633,1633,1634,"1634 [Feb 3]",1633,"Single-Play Playbook",None,"488a,b(†)",22459a.5,,1,1,"The pages of this masque were set in duplicate and each set of sheets gathered together indiscriminately, resulting in copies that are combined first (Greg 488a; STC 22458.5) and second (Greg 488b; STC 22459) editions. The half-sheet a, which was not set in duplicate, exists in two states. In Greg 488a,b(*), the title page identifies Shirley as ""of Grayes Inne, Gent."" and its Latin motto is printed on a single line; Greg 488a,b(†) identifies Shirley only as ""Gent."" and its Latin motto is printed on two lines. See also Greg ","Q1 and Q2","3 quartos",18,,Yes,,,,,,,Yes,,,"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley"".",Quarto,"The masque was performed on Feb 3, 1634, so the title page dates follow the legal reckoning.  The end of the text states that the ""Scene and Ornament"" for the masque were made by ""Inigo Iones Esquire, Surueyer of his Maiesties workes""; and the ""composition of the music"" performed by ""Mr. William Lawes, and Mr. Simon Ives"" [D4v].","THE TRIVMPH OF PEACE. A Masque,","Invented and Written, By <i>James Shirley</i>, Gent.","presented by the Foure Honourable Houses, OR <i>Jnnes of Court</i>. Before the <i>King</i> and <i>Queenes</i> Majesties, in the <i>Banquetting-house</i> at <i>White Hall</i>, February the third, 1633.","[in single column] ———— <i>Primum</I> | <i>Hunc Arethusa mihi</i>. ———","<i>LONDON</i>, Printed by <i>Iohn Norton</i>, for <i>William Cooke</i>, and are to be sold at his Shop, neere <i>Furnivals-Inne</i>-gate, in <i>Holborne</i>. 1633.",,,"""The Epistle"" <i>to</i>: the four Inns of Court; <i>from</i>: James Shirley [a2r]",,,,,,,,,"The triumph of peace a masque presented by the four honorable houses or Inns of court before the king and queen's majesties in the banqueting house at Whitehall February the third 1633 invented and written by James Shirley gent Primum hunc arethusa mihi London printed by John Norton for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Inns of Court; Occasional","Shirley, James",Masque,,"Norton, John (2)","Cooke, William",,,,"V.8 (Holborn - Furnival's Inn)"
829,,"The Triumph of Peace",,1633,1633,1634,"1634 [Feb 3]",1633,"Single-Play Playbook",None,"488b,a(†)",22459a.5,,2,2,"The pages of this masque were set in duplicate and each set of sheets gathered together indiscriminately, resulting in copies that are combined first (Greg 488a; STC 22458.5) and second (Greg 488b; STC 22459) editions. The half-sheet a, which was not set in duplicate, exists in two states. In Greg 488b,a(*), the title page identifies Shirley as ""of Grayes Inne, Gent."" and its Latin motto is printed on a single line; Greg 488b,a(†) identifies Shirley only as ""Gent."" and its Latin motto is printed on two lines. See also Greg ","Q1 and Q2","3 quartos",18,,Yes,,,,,,,Yes,,,"Jan 24, 1634: Entered to William Cooke: ""The Maske of the four Inns of Co<sup>rt</sup>. w<sup>th</sup> the Sceane as it is to be p<sup>r</sup>sented before his Ma<sup>ty</sup>. at white hall the third of ffebr: next"".<br />Dec 12, 1646: Transferred from William Cooke to Humphrey Moseley: ""these two playes or masques viz<sup>t</sup>. ... The Triumph of peace by M<sup>r</sup> Iames Shirley"".",Quarto,"The masque was performed on Feb 3, 1634, so the title page dates follow the legal reckoning.  The end of the text states that the ""Scene and Ornament"" for the masque were made by ""Inigo Iones Esquire, Surueyer of his Maiesties workes""; and the ""composition of the music"" performed by ""Mr. William Lawes, and Mr. Simon Ives"" [D4v].","THE TRIVMPH OF PEACE. A Masque,","Invented and Written, By <i>James Shirley</i>, Gent.","presented by the Foure Honourable Houses, OR <i>Jnnes of Court</i>. Before the <i>King</i> and <i>Queenes</i> Majesties, in the <i>Banquetting-house</i> at <i>White Hall</i>, February the third, 1633.","[in single column] ———— <i>Primum</I> | <i>Hunc Arethusa mihi</i>. ———","<i>LONDON</i>, Printed by <i>Iohn Norton</i>, for <i>William Cooke</i>, and are to be sold at his Shop, neere <i>Furnivals-Inne</i>-gate, in <i>Holborne</i>. 1633.",,,"""The Epistle"" <i>to</i>: the four Inns of Court; <i>from</i>: James Shirley [a2r]",,,,,,,,,"The triumph of peace a masque presented by the four honorable houses or Inns of court before the king and queen's majesties in the banqueting house at Whitehall February the third 1633 invented and written by James Shirley gent Primum hunc arethusa mihi London printed by John Norton for William Cooke and are to be sold at his shop near Furnival's inn gate in Holborn 1633","Inns of Court; Occasional","Shirley, James",Masque,,"Norton, John (2)","Cooke, William",,,,"V.8 (Holborn - Furnival's Inn)"
